sha256,voting_type_x,candidate_number,candidate_name,party,votes,voting_type_y,changwat,constituency,polling_station,amphoe,tambon,voters_registered,voters_present,ballots_valid,ballots_invalid,ballots_no_vote,turnout_rate,invalid_rate,no_vote_rate,validation_passed,station_vote_share,choice_number,choice_name,choice_label
40210972494ddce17aa3f8e89da16204e9b2496e7af98d2d4889c93a61503a43,election_day,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ,7,election_day,ลำปาง,1,7,เมือง,ปอแอ๋ว,521,415,357,20,38,0.7965451055662188,0.04819277108433735,0.09156626506024096,False,0.0196078431372549,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ
4064223b3de1c88a2ef6ff0b9a30611913da07af9cb915d46f8879435b522b87,election_day,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม,8,election_day,ลำปาง,1,5,เมือง,เชียงเหนียว,374,552,216,6,30,1.4759358288770053,0.010869565217391304,0.05434782608695652,False,0.037037037037037035,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม
41aeb26dc7decdccb28ae5bb46a4c7d1c54d518230895a5a92a7198423b5ea3e,election_day,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,148,election_day,ลำปาง,1,73,เมือง,ซมท.,526,349,308,18,21,0.6634980988593155,0.05157593123209169,0.06017191977077364,False,0.4805194805194805,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน
428870e01e2467dd2e7af6535874cb41190271cf2582e7ddf1afad8a242fdbf3,election_day,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,16,election_day,ลำปาง,1,21,เมือง,หัวเวียง,405,243,218,8,17,0.6,0.03292181069958848,0.06995884773662552,True,0.07339449541284404,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
4cf43ebce0b42f0faeb63049a7f4f9bac23ba3de432ae2edb075ef345ff5492c,election_day,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย,48,election_day,ลำปาง,1,2,เมืองลำปาง,ยุทธนาพิมพา,589,470,352,26,32,0.797962648556876,0.05531914893617021,0.06808510638297872,False,0.13636363636363635,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย
4cf43ebce0b42f0faeb63049a7f4f9bac23ba3de432ae2edb075ef345ff5492c,election_day,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ,20,election_day,ลำปาง,1,2,เมืองลำปาง,ยุทธนาพิมพา,589,470,352,26,32,0.797962648556876,0.05531914893617021,0.06808510638297872,False,0.056818181818181816,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ
9d416107de5505b8edea183a653abf36a0d6ac1321d78dcb46e404ac95b76791,election_day,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,67,election_day,ลำปาง,1,6,อำเภอ/เขต กำแพงเพชร,เมืองฯ,240,179,180,10,9,0.7458333333333333,0.055865921787709494,0.05027932960893855,False,0.37222222222222223,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
a5cd7c04e03a5014489d103c0a19cebf30c62cdcd90ec875360a6fd3be9e6ced,election_day,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม,12,election_day,ลำปาง,1,8,หัวเสียกรุง,เรียงตลาด,350,486,422,33,91,1.3885714285714286,0.06790123456790123,0.18724279835390947,False,0.02843601895734597,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม
a70e8dfe6db1e7552be767accc81de873317832d058b2ce2b17d10aafc23826b,election_day,7,นางสาวอมลยา เจนตวนิชย์,พรรคประชาธิปัตย์,18,election_day,ลำปาง,1,59,เมือง,พระบาท,499,316,275,8,33,0.6332665330661322,0.02531645569620253,0.10443037974683544,False,0.06545454545454546,7,นางสาวอมลยา เจนตวนิชย์,พรรคประชาธิปัตย์
a720c7789c2f3f79330b0941e105bf614999784ea661fe3d6ade136cb4048bb8,election_day,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย,33,election_day,ลำปาง,1,18,เมือง,สำโรงชัย,498,344,306,12,26,0.6907630522088354,0.03488372093023256,0.0755813953488372,True,0.10784313725490197,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย
a720c7789c2f3f79330b0941e105bf614999784ea661fe3d6ade136cb4048bb8,election_day,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ,15,election_day,ลำปาง,1,18,เมือง,สำโรงชัย,498,344,306,12,26,0.6907630522088354,0.03488372093023256,0.0755813953488372,True,0.049019607843137254,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ
aba0b21cb879ef6682b8eacf742bccce57fa9860d541f4c6986c3b4133fab161,election_day,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,4,election_day,ลำปาง,1,8,เมือง,ป่านาเฒ่า,460,347,319,13,15,0.7543478260869565,0.037463976945244955,0.043227665706051875,False,0.012539184952978056,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
ae32d48e0074c0e8addaa714ea76ea4ed412a906bd832694b4febf2e56cd4ad7,election_day,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,150,election_day,ลำปาง,1,2,เมือง,ป้อมยานพาหนะ,538,402,367,13,24,0.7472118959107806,0.03233830845771144,0.05970149253731343,False,0.4087193460490463,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน
af90de34d87d7d49ccb9ae74cf1e70053b16ad112653a8b2f694c4211315e484,election_day,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,69,election_day,ลำปาง,1,40,สุขใจ,สุขใจ,615,420,372,14,34,0.6829268292682927,0.03333333333333333,0.08095238095238096,True,0.18548387096774194,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
b2bef7403617e51cc16b17b267bccd34b7d0d411408080fef474b2169a04d5d8,election_day,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม,13,election_day,ลำปาง,1,5,ห้างฉัตร,แม่ลาน,70,512,512,18,26,7.314285714285714,0.03515625,0.05078125,False,0.025390625,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม
