sha256,voting_type,station_id,tambon,amphoe,changwat,constituency,polling_station,election_date,voters_registered,voters_present,ballots_allocated,ballots_used,ballots_valid,ballots_invalid,ballots_no_vote,ballots_remaining,total_votes,validation_passed,turnout_rate,valid_rate,invalid_rate,no_vote_rate
11ae4f7d0e5d309a9587bdc34d701ad66943da25c4c8d55c97488a96ef47135c,election_day,,ทุ่มฟาย,เมืองลำปาง,ลำปาง,1,4,2026-02-28,320,239,320,239,202,11,26,81,202,False,0.746875,0.8451882845188284,0.04602510460251046,0.1087866108786611
1309d73412f5745585dac47b75f3ca176bfa701353cde2cb20d6e57a61f92106,advance,,โรงเรียนเตรียมอุดมศึกษา,เขตเลือกตั้งที่ 1,ลำปาง,1,1,2026-02-28,520,520,520,520,689,10,61,0,689,False,1.0,1.325,0.019230769230769232,0.11730769230769231
1e115b6432dd03c70e051b8b2594a80314d0b4a0b8ce66f176955e882eefc305,election_day,,พระบาท,เมือง,ลำปาง,1,69,2026-02-28,645,424,580,424,380,6,38,156,380,False,0.6573643410852713,0.8962264150943396,0.014150943396226415,0.08962264150943396
3898fb34aa3933c6434865bad56071f7a72e015549c098d0bcf78117a9141ec1,election_day,,เชิงคาม,หาดใหญ่,ลำปาง,1,9,2026-02-08,297,47,700,494,425,36,206,206,425,False,0.15824915824915825,9.042553191489361,0.7659574468085106,4.382978723404255
3b65a61de86215fc0d082deebe7d0a4ed4171d222790edc3ca1137f84b5e54f0,election_day,,น้ำเป้า,เมืองล่าง,ลำปาง,1,4,2026-02-28,500,362,480,362,317,15,30,118,317,True,0.724,0.8756906077348067,0.04143646408839779,0.08287292817679558
48c904ea186aaca14c8eee44da47ce7ee5ae2fa5d96a5d307966d58d5d3b08fd,election_day,,บ้านเชื่อม,เมือง,ลำปาง,1,0,2026-02-28,73,50,500,500,609,500,500,500,609,False,0.684931506849315,12.18,10.0,10.0
a6635ba80f9829ffc24337b068c3a5ba890cf300d45ab4e52293dfee78e29798,election_day,,มอญปาก,หนองคู,ลำปาง,1,13,2026-02-28,100,400,960,400,372,372,4,24,372,False,4.0,0.93,0.93,0.01
b48890935ef005801ebb7ac0a3b8f859962826b44313ec0727501ed090c04ca3,election_day,,บ่อแล้ง,เมือง,ลำปาง,1,13,2026-02-28,263,182,240,182,155,54,232,58,155,False,0.6920152091254753,0.8516483516483516,0.2967032967032967,1.2747252747252746
bb19b05398629810e25ef5edc460590ef105ed0e07c6391f82920922c0d74de4,election_day,,40,ปักธิวาเขตรถาง,ลำปาง,1,1,2026-02-28,37,28,360,288,267,11,10,72,267,False,0.7567567567567568,9.535714285714286,0.39285714285714285,0.35714285714285715
bf7f896b2566e2326c32410aee58bb75fb82d8ee764a169ee53924c929088aa4,election_day,,พลเมือง,เมือง,ลำปาง,1,6,2026-02-28,703,480,660,480,409,27,44,180,409,True,0.6827880512091038,0.8520833333333333,0.05625,0.09166666666666666
c0451cf1e7c5773191d2c6fe4df3befb49960d8ceb3c766c66a2be888d23c0fa,election_day,,หัวเวียง,เมืองลำปาง,ลำปาง,1,26,2026-02-28,452,277,400,277,245,243,3,123,245,False,0.6128318584070797,0.8844765342960289,0.8772563176895307,0.010830324909747292
4f8de688e2dc05c5bb4c37823d8236a128fb6acd9330a4c636f86403307af19f,election_day,,เชิงคาว,นางจอมุข,ลำปาง,1,1,2026-02-28,555,347,540,387,349,19,24,153,349,False,0.6252252252252253,1.005763688760807,0.05475504322766571,0.069164265129683
573ce095907104e89da4c11e20d9e03a7c7e31e45e459364e000f6e94cd970f4,election_day,,66043,กำแพงเพชร,ลำปาง,1,2,2026-02-08,400,339,400,339,301,17,21,61,301,True,0.8475,0.887905604719764,0.05014749262536873,0.061946902654867256
5d657cec16300779e8672dd6a713791bfea9c2d1f87c7d5d6c597e0815359b52,election_day,,พระบาท,เมือง,ลำปาง,1,5,2026-02-28,571,380,520,380,340,10,30,140,340,False,0.6654991243432574,0.8947368421052632,0.02631578947368421,0.07894736842105263
67291fe4a3e340de451fba51718af370a48862bfbf0aae54ad4a680d5b278fb9,election_day,,ปะนาเถา,ขำฉ้อครู,ลำปาง,1,9,2026-02-28,460,336,460,336,277,32,27,336,277,False,0.7304347826086957,0.8244047619047619,0.09523809523809523,0.08035714285714286
75cc1249cd68bb8f3d3327832446e284fcdc64c721e60becd6a3dc19623312a7,election_day,,มานองช์,เชิงเขา,ลำปาง,1,10,2026-02-28,671,492,640,492,420,39,33,148,1000,False,0.7332339791356185,0.8536585365853658,0.07926829268292683,0.06707317073170732
7f137eed6f377f146c9ef9813da1cc45cbe69cc0a6d5cf8500da3f4af727cb7e,election_day,,สำเนาถ่าย,เชียงราย,ลำปาง,1,13,2026-02-02,785,113,840,113,539,34,40,227,539,False,0.14394904458598726,4.769911504424779,0.3008849557522124,0.35398230088495575
90e3b76127a1185f63dfa082b04a3b223f80c0911e4477be1ce3c1a234a1b4c8,election_day,,เวียงเหนือ,เมือง,ลำปาง,1,6,2026-02-28,446,281,400,281,245,7,29,119,284,False,0.6300448430493274,0.8718861209964412,0.02491103202846975,0.10320284697508897
31c9279f04e0f99db4bd1c4cf9f13c97fc1d12671ef090d99e0af8884fdda6a5,election_day,,วงศ์แก้ว,หัวเมืองฯ,ลำปาง,1,7,2026-02-28,475,320,460,320,282,24,14,140,282,True,0.6736842105263158,0.88125,0.075,0.04375
3c3fc7b74ff8834dba2ea3daa2112c279b3d5c6a74ea47c1851ce7dd24b1dc1a,election_day,,เขื่อนเหนือ,เมือง,ลำปาง,1,10,2026-02-28,309,347,809,347,280,29,44,153,280,False,1.1229773462783172,0.8069164265129684,0.08357348703170028,0.12680115273775217
49362652f996085eef8ff131069234b3b3b5cd8e9d6ef2818b3d06b29741ad22,election_day,,หนองหล่ม,ห้างฉกรรจ์,ลำปาง,1,3,2026-02-28,706,506,700,506,466,14,26,194,466,True,0.71671388101983,0.9209486166007905,0.02766798418972332,0.05138339920948617
a720c7789c2f3f79330b0941e105bf614999784ea661fe3d6ade136cb4048bb8,election_day,,สำโรงชัย,เมือง,ลำปาง,1,18,2026-02-08,498,344,480,344,306,12,26,136,306,True,0.6907630522088354,0.8895348837209303,0.03488372093023256,0.0755813953488372
b3f0588027edbfdbb634cf2f9a7ed29b10c9ba28d2faf350cfcc827e33c2b790,election_day,,คูแย้ง,เมือง,ลำปาง,1,79,2026-02-28,538,364,480,364,332,3,29,116,332,False,0.6765799256505576,0.9120879120879121,0.008241758241758242,0.07967032967032966
bdf304839611369ab67c26c015e070aae9f1aeb0eaad8a0eded11fdcd6cb1cf2,election_day,,ทุ่มฝาย,เมืองลำปาง,ลำปาง,1,6,2026-02-28,570,423,560,423,360,37,26,137,360,True,0.7421052631578947,0.851063829787234,0.08747044917257683,0.061465721040189124
d202b0b49dec6ef57ea3b99a999ba697c27d72c68d3f6f44ccfde858eabbef3b,election_day,,ธมห.,เพื่อง,ลำปาง,1,71,2026-02-28,664,430,620,430,367,13,50,190,367,False,0.6475903614457831,0.8534883720930233,0.030232558139534883,0.11627906976744186
4f3bdb5e1ad369decbe230c5461942ffe0965828a3918a7e9d2f45d7909f06ff,election_day,,นิคมพัฒนา,เมืองลำปาง,ลำปาง,1,5,2024-02-08,200,154,200,154,142,5,7,46,142,False,0.77,0.922077922077922,0.032467532467532464,0.045454545454545456
582a77b6f1a8ff0c8acf89dd3220f299a95bb3ca3da36acde49412a1f23accb7,election_day,,ป้อมเจ้าหลวงกระซ่าเกอ,เขตน้อยลำปลาย,ลำปาง,1,9,2026-02-08,873,616,800,616,526,25,65,184,526,False,0.7056128293241696,0.8538961038961039,0.040584415584415584,0.10551948051948051
67a4a6401c058a557e6fbb1e4a7afd0a6c623616c074d7ab53944872f06b286a,election_day,,ต้นชัย,เมือง,ลำปาง,1,4,2026-02-28,735,500,700,500,480,24,56,200,500,False,0.6802721088435374,0.96,0.048,0.112
88d42294967b0e0376767e7debf53cb01c404f01592af24fb20082825fdd9533,election_day,,ปอดดาล,กำแพงเพชร,ลำปาง,1,5,2026-02-28,640,473,640,473,405,22,48,167,405,True,0.7390625,0.8562367864693446,0.046511627906976744,0.1014799154334038
91edf8fb783c1a24cd362c908e4943c452f5da5f24ac5471125a6cbbacd7d63a,election_day,,ปังยมคอก,ห้างฉัตร,ลำปาง,1,13,2026-02-28,646,518,620,518,461,25,32,102,461,False,0.8018575851393189,0.88996138996139,0.04826254826254826,0.06177606177606178
010c3b8ee364d964a940de6ab3d1ffee97d65cf83557454c80bdc7c87c86f586,election_day,,เวียงเหนือ,เมืองฯ,ลำปาง,1,4,2026-02-28,720,472,660,472,406,13,48,188,406,False,0.6555555555555556,0.8601694915254238,0.02754237288135593,0.1016949152542373
0512b5ca8a8cf36beadf072816581b52227e034f9396aa52f2c14727348452de,election_day,,คันถังชัย,เมืองลำปาง,ลำปาง,1,23,2026-02-28,378,275,360,275,275,5,37,85,233,False,0.7275132275132276,1.0,0.01818181818181818,0.13454545454545455
2182fd6d3eea5a3251b6f35274d620a5a4512db188acd6d690c8c29d6b9e2f43,election_day,,เอ๋ย,เมือง,ลำปาง,1,3,2026-02-28,676,480,600,480,429,18,33,120,429,True,0.7100591715976331,0.89375,0.0375,0.06875
348890fc7fcab2a13492cd8bc715a538b34ad4abeb17c175ca122e9435de3194,election_day,,ห้างฉัตร,ห้างฉัตร,ลำปาง,1,3,2024-02-09,270,199,460,199,164,16,19,61,164,False,0.737037037037037,0.8241206030150754,0.08040201005025126,0.09547738693467336
4009fb6b67e7f0e0c260541fdc08527bdbaac1cc600dbbaf1f7c9971ccd5c496,election_day,,หนองหล่ม,หางคู,ลำปาง,1,4,2026-02-08,320,262,320,262,221,10,31,58,221,True,0.81875,0.8435114503816794,0.03816793893129771,0.1183206106870229
a158a4d90222fe81d2ad69e1df2c66f04a8b7023c046194a6d23ef6681bac53b,election_day,,ต้นชัย,เมืองลำปาง,ลำปาง,1,20,2026-02-28,695,467,640,467,410,14,43,173,410,False,0.6719424460431654,0.8779443254817987,0.029978586723768737,0.09207708779443255
a226bfe234f7f1091e3cb404d1dada416b037cadf68b00ed9303bc4093f0ae07,election_day,,ช่องแจ้ง,เมืองฯ,ลำปาง,1,14,2026-02-28,660,479,620,479,419,10,50,151,419,True,0.7257575757575757,0.8747390396659708,0.020876826722338204,0.10438413361169102
a8e88a666e1f397d513a1d950731d1fa22c07a2eb5fdf641dfd30687b85291d0,election_day,,หนองหล่ม,ห้างฉัตร,ลำปาง,1,8,2026-02-28,540,383,540,393,345,345,15,23,345,False,0.7092592592592593,0.9007832898172323,0.9007832898172323,0.0391644908616188
acf500becdfe5aaadb5009816274eee6701f52ca8c283faa76ffb5cd6ea1ac5e,election_day,,พิชัย,เมือง,ลำปาง,1,78,2024-02-08,702,467,640,467,409,12,46,173,409,False,0.6652421652421653,0.8758029978586723,0.02569593147751606,0.09850107066381156
bbb2030be068a0c771668f53758eb121d2457a483fd4493688dd7ad87f6cfc11,election_day,,ชมพู,เมือง,ลำปาง,1,72,2020-02-08,501,334,410,334,305,10,19,126,305,True,0.6666666666666666,0.9131736526946108,0.029940119760479042,0.05688622754491018
bd9cfcc83b2b1663f0f97768394f4b7eb7eedfd6fd16faf1a27ff1023b912cc5,election_day,,นิคมพัฒนา,เมืองฯ,ลำปาง,1,12,2026-02-28,239,185,240,185,173,173,6,55,173,False,0.7740585774058577,0.9351351351351351,0.9351351351351351,0.032432432432432434
c0efe625fc47439596c27bdddd45934dba23c583ce31975fcf9972d6605f32eb,election_day,,นิคมพัฒนา,เมือง,ลำปาง,1,8,2026-02-08,259,212,240,212,181,17,17,28,181,False,0.8185328185328186,0.8537735849056604,0.08018867924528301,0.08018867924528301
c8003f10d609e3098ab31b626a0770c39ca44857906024c1f9e060b30a5f2879,election_day,,ธมพ.,เมือง,ลำปาง,1,70,2026-02-28,629,403,600,359,359,90,49,192,359,False,0.6406995230524642,0.890818858560794,0.22332506203473945,0.12158808933002481
